AS0 [ -Reserved AS-, ZZ ]
AS18708 [ HDR-CORP, US ]
AS18709 [ BOTW, US ]
AS18710 [ GKG-NET, US ]
AS18711 [ RICHARD-STOCK, US ]
AS18712 [ SUREWEST-KANSAS, US ]
AS18713 [ IBMCCH-SJO, US ]
AS18714 [ PERRYCAP-NY, US ]
AS18715 [ NYPA, US ]
AS18716 [ AUTODESK-SAAS-OPERATIONS, US ]
AS18717 [ AKAMAI-AS, US ]
AS18718 [ MARVELL, US ]
AS18719 [ TSRSOLUTIONS, US ]
AS18720 [ PACSUN, US ]
AS18721 [ ACDLABS-AS, CA ]
AS18722 [ SUPERVALU, US ]
AS18723 [ SEAGATE-USA-CA-1, US ]
AS18724 [ BHR, US ]
AS18725 [ PVH-INTERNET1, US ]
AS18726 [ SECUREWORKS-18726, US ]
AS18727 [ DNPS, US ]
AS18728 [ ISINJ, US ]
AS18729 [ SHAWMUT, US ]
AS18730 [ CYBERSOURCE-SC4, US ]
AS18731 [ STREAM-GAS-ELECTRIC-AS, US ]
AS18732 [ QOSNETWORKS QoS Networks, Inc., EU ]
AS18733 [ ZENIMAXMEDIA, US ]
AS18734 [ Operbes, S.A. de C.V., MX ]
AS18735 [ TWM-BGP, US ]
AS18736 [ WILMERHALE, US ]
AS18737 [ TRIALPAY, US ]
AS18738 [ EPICOR, US ]
AS18739 [ AGENCIA MODERNA TECNOLOGIA LTDA., BR ]
AS18740 [ JEROMES-FURNITURE, US ]
AS18741 [ SOUNDHOUND1, US ]
AS18742 [ ON24-SAC, US ]
AS18743 [ EVERENCE-SERVICES-LLC, US ]
AS18744 [ SMISLOVA-KEHNEMUI-AND-ASSOCIATES-ENGINEERS, US ]
AS18745 [ CWPS-WDC, US ]
AS18746 [ MIG-BGP, US ]
AS18747 [ IFX18747, US ]
AS18748 [ SYSTEMES-BYZANTINES, CA ]
AS18749 [ PREMINC-INTER, US ]
AS18750 [ LEXICOM, CA ]
AS18751 [ BPL-B1, US ]
AS18752 [ HT-HB18752, US ]
AS18753 [ TEXAS-STATE-BANK, US ]
AS18754 [ 18754, US ]
AS18755 [ ASPECT-SERVICE, US ]
AS18756 [ PATEAM, US ]
AS18757 [ TYCOIS, US ]
AS18758 [ ADRECOM, US ]
AS18759 [ SAV-AS, US ]
AS18760 [ AS18760, US ]
AS18761 [ BLM-WAN, US ]
AS18762 [ ATOMBB, US ]
AS18763 [ PHJW-LLP, US ]
AS18764 [ PHJW-LLP, US ]
AS18765 [ PHJW-LLP, US ]
AS18766 [ PHJW-LLP, US ]
AS18767 [ PHJW-LLP, US ]
AS18768 [ PHJW-LLP, US ]
AS18769 [ PHJW-LLP, US ]
AS18770 [ PHJW-LLP, US ]
AS18771 [ AGAVEBB-NM01, US ]
AS18772 [ SKY-LAKES-MEDICAL-CENTER, US ]
AS18773 [ HENRICO-AS, US ]
AS18774 [ ARIN-US-ASN-1, US ]
AS18775 [ -Reserved AS-, ZZ ]
AS18776 [ VALASSIS, US ]
AS18777 [ TEXAS-STATE-UNIVERSITY, US ]
AS18778 [ CLA, US ]
AS18779 [ EGIHOSTING, US ]
AS18780 [ RESTEL-81, US ]
AS18781 [ -Reserved AS-, ZZ ]
AS18782 [ Pegasus Telecom, BR ]
AS18783 [ -Reserved AS-, ZZ ]
AS18784 [ MCD-US-ASN, US ]
AS18785 [ -Reserved AS-, ZZ ]
AS18786 [ ALL-POINTS-BROADBAND-1, US ]
AS18787 [ DANAHER, US ]
AS18788 [ INTEGRYS-ENERGY, US ]
AS18789 [ NETMLH-AS, US ]
AS18790 [ GLOBALCOMPANIESLLC2006, US ]
AS18791 [ TCU, US ]
AS18792 [ MEME, US ]
AS18793 [ COM-PAIR-BROADBAND, US ]
AS18794 [ RAMAPO-COLLEGE, US ]
AS18795 [ ULV-AS, US ]
AS18796 [ -Reserved AS-, ZZ ]
AS18797 [ GDCL-USA-TX-SAN-ANTONIO-01, US ]
AS18798 [ ENCORE-ASN, US ]
AS18799 [ TBD, US ]
AS18800 [ SLCC, US ]
AS18801 [ NETBX-1, CA ]
AS18802 [ MUT-AMER, US ]
AS18803 [ TYLERTECH-18803, US ]
AS18804 [ PR-IX, US ]
AS18805 [ -Reserved AS-, ZZ ]
AS18806 [ ONENECK-IT-SERVICES-TDC-AS, US ]
AS18807 [ DATASITE, US ]
AS18808 [ C21-AS, US ]
AS18809 [ Cable Onda, PA ]
AS18810 [ EHI-PRODUCTION, US ]
AS18811 [ ESILICON, US ]
AS18812 [ NEWWAVECOMM, US ]
AS18813 [ ENERGYSOLUTIONS, US ]
AS18814 [ ATC-DC-NET01, CA ]
AS18815 [ AS-CITY-AND-COUNTY-OF-DENVER, US ]
AS18816 [ ANDREWCORP-AOP, US ]
AS18817 [ MIDCO-NET-DW, US ]
AS18818 [ LSUHSCS-NET2, US ]
AS18819 [ ENTERGY-CORP-, US ]
AS18820 [ SARGENTO-AS-0, US ]
AS18821 [ AVISTA-2, US ]
AS18822 [ Manquehuenet, CL ]
AS18823 [ MEDICALERT, US ]
AS18824 [ WWW-THESEAM, US ]
AS18825 [ LOCALTEL, US ]
AS18826 [ AS18826, US ]
AS18827 [ VGMGR-FORBIN, US ]
AS18828 [ TRIMBLE-WEST, US ]
AS18829 [ GALAXY-CONTROL-SYSTEMS, US ]
AS18830 [ HMH-18830, US ]
AS18831 [ SCINTERNET-NET, US ]
AS18832 [ INFLOW18832, US ]
AS18833 [ ASHP-NETWORK, US ]
AS18834 [ NETWORKIP, US ]
AS18835 [ FIDUCIAL, US ]
AS18836 [ TIVIT TERCEIRIZACAO DE PROCESSOS, SERV. E TEC. S/A, BR ]
AS18837 [ ADDTHIS, US ]
AS18838 [ DCSSGA, US ]
AS18839 [ 2000FISHERISSS, US ]
AS18840 [ EQUIPOS Y SISTEMAS S.A., NI ]
AS18841 [ TRIMBLE-SNVL, US ]
AS18842 [ VERTICAL-SCR, US ]
AS18843 [ CHI-MANAGEMENT, US ]
AS18844 [ SHERWIN-AS, US ]
AS18845 [ CASTLEGEM, US ]
AS18846 [ Petroleos Mexicanos, MX ]
AS18847 [ RANDOLPH-ISP, US ]
AS18848 [ ALTEC-IND-DOM, US ]
AS18849 [ DAV, US ]
AS18850 [ TOOLWIRE, US ]
AS18851 [ ICORE-ASN-1, US ]
AS18852 [ ASHLANDINC-AS, US ]
AS18853 [ LVWIFI, US ]
AS18854 [ -Reserved AS-, ZZ ]
AS18855 [ AWC, US ]
AS18856 [ SCCA, US ]
AS18857 [ USD231-AS, US ]
AS18858 [ ISVS-216169032000-19, US ]
AS18859 [ GVEC-NET, US ]
AS18860 [ AS19876, US ]
AS18861 [ IVANET-BUE, US ]
AS18862 [ NCS-HEALTHCARE, US ]
AS18863 [ VCI-18863, US ]
AS18864 [ FIRST-UNITED-BANK, US ]
AS18865 [ AS-INTUIX, US ]
AS18866 [ ATJEU, US ]
AS18867 [ AMERICAN-MESSAGING, US ]
AS18868 [ ORMUC-2, CA ]
AS18869 [ EPM Telecomunicaciones S.A. E.S.P., CO ]
AS18870 [ GWB, US ]
AS18871 [ YOURINTERNET, US ]
AS18872 [ VERITAS, US ]
AS18873 [ LACKLANDIT, US ]
AS18874 [ EWI-ASN-1, US ]
AS18875 [ QZN-ASN-001, CA ]
AS18876 [ ARRIVAL-COMM, US ]
AS18877 [ SAILTHRU-01, US ]
AS18878 [ PENINSULA-, CA ]
AS18879 [ HR1, US ]
AS18880 [ LAMRC, US ]
AS18881 [ TELEFONICA BRASIL S.A, BR ]
AS18882 [ FLEXTR-AS, US ]
AS18883 [ FIBERNET-NETWORK-OPERATIONS-CENTER, US ]
AS18884 [ RCLS, US ]
AS18885 [ M2NGAGE2, US ]
AS18886 [ INLINE-NET, US ]
AS18887 [ VISTO-IT-2, CA ]
AS18888 [ AS-ZILLOW, US ]
AS18889 [ CITY-OF-RUSTON, US ]
AS18890 [ HOGARTH-WORLDWIDE, US ]
AS18891 [ CONFLUENCE, US ]
AS18892 [ MCCORMACK-NETWORKS, US ]
AS18893 [ SELECT-EQUITY, US ]
AS18894 [ MANHATTAN-, US ]
AS18895 [ NUSTREAM-COMMUNICATIONS, PR ]
AS18896 [ CALLIS-COMMUNICATIONS-AS18896, US ]
AS18897 [ MONTANA-SKY-NETWORKS-INC, US ]
AS18898 [ VESTA-CORP, US ]
AS18899 [ AS-JDASOFTSCT, US ]
AS18900 [ CQG-INC, US ]
AS18901 [ SAMCODC1, CA ]
AS18902 [ CMC-II-LLC, US ]
AS18903 [ LENDINGTREE, US ]
AS18904 [ CONVERGEDTECHGROUP, US ]
AS18905 [ VCI-18905, US ]
AS18906 [ CONCORD-AS, US ]
AS18907 [ COLOVORE, US ]
AS18908 [ BRIGHTCOVE-AS, US ]
AS18909 [ NEOGAMES, US ]
AS18910 [ BIG-SANDY-BROADBAND-INC, US ]
AS18911 [ MARKETFACTORY, US ]
AS18912 [ RTC-DESMONIES, US ]
AS18913 [ AIR-PIPE-AS, US ]
AS18914 [ -Reserved AS-, ZZ ]
AS18915 [ MONKEY-US-01, US ]
AS18916 [ PSFT-ECENTER, US ]
AS18917 [ RHEEM-WATER-HEATING, US ]
AS18918 [ UNOCOMM, US ]
AS18919 [ STT-GLOBAL, US ]
AS18920 [ HEI, US ]
AS18921 [ ASHERECHICAGOEQUINIXCH3, US ]
AS18922 [ AfOL-Zw-AS-2, ZW ]
AS18923 [ TWRS-FTW, US ]
AS18924 [ SYMC-CPE2, US ]
AS18925 [ AS59010, US ]
AS18926 [ PROVDC, US ]
AS18927 [ DIGITALREP, US ]
AS18928 [ EQUINIX-CX-BO, US ]
AS18929 [ AAMVA, US ]
AS18930 [ DOWCORNING151-163, US ]
AS18931 [ SAINTERNET1, ZA ]
AS18932 [ KBS-160VARICK, US ]
AS18933 [ USCC-MPLS01, US ]
AS18934 [ SMITH-AND-HAMMAKER, US ]
AS18935 [ SIRNY-3861, US ]
AS18936 [ GLENCOM, US ]
AS18937 [ NMC, US ]
AS18938 [ PRESSGANEY, US ]
AS18939 [ DBC-SALT-LAKE, US ]
AS18940 [ -Reserved AS-, ZZ ]
AS18941 [ El Mercurio S.A.P., CL ]
AS18942 [ WEBHOSTPLUS-INC, US ]
AS18943 [ YELCOT, US ]
AS18944 [ HEAP, US ]
AS18945 [ VINS-AS-5, US ]
AS18946 [ FANNIEMAE-2, US ]
AS18947 [ FSN-USTXAUS01, US ]
AS18948 [ NYMC2000-ARIN, US ]
AS18949 [ BARTELL-CORP-INTERNET, US ]
AS18950 [ EDUCATE, US ]
AS18951 [ 400-CAPITAL-MANAGEMENT, US ]
AS18952 [ BVR-AS, US ]
AS18953 [ ALL-POINTS-BROADBAND-2, US ]
AS18954 [ COWEN-ASN18954, US ]
AS18955 [ TWEA-AS, US ]
AS18956 [ NYK, US ]
AS18957 [ TAXRESOURCES-1, US ]
AS18958 [ CRRESEARCH, US ]
AS18959 [ RP-368-18959, US ]
AS18960 [ HORNELL-INTERNET-PRIMARY, US ]
AS18961 [ MCLANECO, US ]
AS18962 [ MEDITECH-1, US ]
AS18963 [ OFDA, US ]
AS18964 [ AHSSSCI, US ]
AS18965 [ TRANSMARKETGROUP, US ]
AS18966 [ AURORA-SOLUTIONS, US ]
AS18967 [ AMAXX, US ]
AS18968 [ QUADRANT, CA ]
AS18969 [ KLC-AS-1, US ]
AS18970 [ XNPD, US ]
AS18971 [ BC, US ]
AS18972 [ PROMENET, US ]
AS18973 [ TAG-ONLINE, US ]
AS18974 [ TRULIANT-1, US ]
AS18975 [ STANCOEORG95354, US ]
AS18976 [ FREIGHTQUOTE, US ]
AS18977 [ BHSC, US ]
AS18978 [ ENZUINC-, US ]
AS18979 [ WHI, US ]
AS18980 [ PEACEHEALTH, US ]
AS18981 [ -Reserved AS-, ZZ ]
AS18982 [ ONENECK-IT-SOLUTIONS-DEN, US ]
AS18983 [ R2G-3, US ]
AS18984 [ SERVERCAVE, US ]
AS18985 [ GAP-INC, US ]
AS18986 [ PACIFICONLINE, CA ]
AS18987 [ ASN-GLOBALMDM, CA ]
AS18988 [ CITYWEST-CORP, CA ]
AS18989 [ LIFELOCK-1, US ]
AS18990 [ AIRBAND-DALLAS, US ]
AS18991 [ CTC-VIS-AS, US ]
AS18992 [ TRIPLEFIN, US ]
AS18993 [ AFS147, US ]
AS18994 [ COVANCE-PRINCETON-ATT-MCI, US ]
AS18995 [ CLACKAMAS-ASN, US ]
AS18996 [ -Reserved AS-, ZZ ]
AS18997 [ RUNETWORKS, CA ]
AS18998 [ Credomatic, CR ]
AS18999 [ SAINTANDREWS-1, US ]
AS19000 [ CBSI-4, US ]
AS19001 [ YELPCORP, US ]
AS19002 [ FDBS-AS, US ]
AS19003 [ IHSENERGY-CALGARY, US ]
AS19004 [ SCHWAB-RETIREMENT-19004, US ]
AS19005 [ SMTP-HOME-NETWORK, CA ]
AS19006 [ CLICK1, US ]
AS19007 [ USRN-AS-1, US ]
AS19008 [ PSCI, US ]
AS19009 [ ONECLEVELAND, US ]
AS19010 [ HODC, US ]
AS19011 [ ODETICS, US ]
AS19012 [ ENDSIGHT-CL-1, US ]
AS19013 [ 19013, US ]
AS19014 [ NORCOM, US ]
AS19015 [ GREENPATH, US ]
AS19016 [ WCG-AS, CA ]
AS19017 [ QUALCOMM-QWBS-LV, US ]
AS19018 [ MEGAPATH7-, US ]
AS19019 [ AS-TIERP-19019, US ]
AS19020 [ COF-EQX-WEST-O365, US ]
AS19021 [ BTC-BROADBAND, US ]
AS19022 [ CISP-TOTALAS, US ]
AS19023 [ SERVICEMASTER, US ]
AS19024 [ INTERNAP-BLK5, US ]
AS19025 [ XO-ASN12, US ]
AS19026 [ XO-ASN14, US ]
AS19027 [ XO-ASN11, US ]
AS19028 [ XO-ASN10, US ]
AS19029 [ NEWEDGENETS, US ]
AS19030 [ HMH-19030, US ]
AS19031 [ WESCO, US ]
AS19032 [ WLETC, US ]
AS19033 [ World Tel-Fax Electronics C.A., VE ]
AS19034 [ AS-MLS-PIN, US ]
AS19035 [ HIX, US ]
AS19036 [ LORAL-CYBERSTAR, US ]
AS19037 [ AMX Argentina S.A., AR ]
AS19038 [ SCOTIABANK INVERLAT SA, MX ]
AS19039 [ DURABLEDNS, CA ]
AS19040 [ FIRSTMERIT, US ]
AS19041 [ MHI-LTD, CA ]
AS19042 [ AKTIONASSOC-DC2-001, US ]
AS19043 [ ONEBEACONINSURANCEGROUP, US ]
AS19044 [ INNER, US ]
AS19045 [ DIRECTCOM, US ]
AS19046 [ STACKPOP, US ]
AS19047 [ AWS-01, US ]
AS19048 [ PEERLESS-PRODUCTS, US ]
AS19049 [ FTD-2, US ]
AS19050 [ TIC-DHHS-INTERIOR, US ]
AS19051 [ SIMPLISAFE-01, US ]
AS19052 [ CNI, CA ]
AS19053 [ EPIC-IS, CA ]
AS19054 [ ASNATHNETWORK, US ]
AS19055 [ CAC-HQ, US ]
AS19056 [ IETF-49, US ]
AS19057 [ IBMCCH-CHI, US ]
AS19058 [ IRTC-NET, US ]
AS19059 [ CODERO-ASHBURN, US ]
AS19060 [ BRYANLGH-AS-01, US ]
AS19061 [ ASN-CCILINK, US ]
AS19062 [ W3MEDIA, CA ]
AS19063 [ ASCENSION-OKTUL, US ]
AS19064 [ NET EXPRESS S.A., AR ]
AS19065 [ LRS, US ]
AS19066 [ WIREDTREE, US ]
AS19067 [ VAILSYS, US ]
AS19068 [ ASN-TOMMYBAHAMA, US ]
AS19069 [ ASN-19069, US ]
AS19070 [ EIUNET, US ]
AS19071 [ MATCHCOM, US ]
AS19072 [ OFFICEMAX, US ]
AS19073 [ BLUE-BOX-GRP, US ]
AS19074 [ ASN-01-FBCL, US ]
AS19075 [ SHAW-COMMUNICATIONS, CA ]
AS19076 [ WELDCOUNTYGOVERNMENT-ASN, US ]
AS19077 [ CYBERCENTER S.A., CL ]
AS19078 [ EMERC-4ASN, US ]
AS19079 [ LOCL-NET, US ]
AS19080 [ ASN-WBS-01, US ]
AS19081 [ -Reserved AS-, ZZ ]
AS19082 [ EVERESTBROADBAND, US ]
AS19083 [ WEBTRENDS-INCORPORATED, US ]
AS19084 [ COLOUP, US ]
AS19085 [ TGNA-KSDK, US ]
AS19086 [ CGI-HOSTING, CA ]
AS19087 [ THE-UPS-STORE-INC, US ]
AS19088 [ ECG, US ]
AS19089 [ UOL DIVEO S.A., BR ]
AS19091 [ CREDIT-KARMA, US ]
AS19092 [ 360NETWORKS-, US ]
AS19093 [ IBMUSF-SCH, US ]
AS19094 [ LVLT-19094, US ]
AS19095 [ GMS-AS, US ]
AS19096 [ DESALES-NETWORK, US ]
AS19097 [ GWRE-SM, US ]
AS19098 [ BDTCAPITALPARTNERS, US ]
AS19099 [ RAMB, US ]
AS19100 [ GPSAC, US ]
AS19101 [ MANCHESTERNH, US ]
AS19102 [ PCI-TW, US ]
AS19103 [ SNC-LAVALIN-CONSTRUCTORS-INC, US ]
AS19104 [ -Reserved AS-, ZZ ]
AS19105 [ FIRSTBANK, US ]
AS19106 [ ANDREWS, US ]
AS19107 [ YMAX-AS, US ]
AS19108 [ SUDDENLINK-COMMUNICATIONS, US ]
AS19109 [ CETELEM, AR ]
AS19110 [ AS19110, US ]
AS19111 [ NBTY1911, US ]
AS19112 [ NEW-LISBON-BROADBAND-AND-COMMUNICATIONS, US ]
AS19113 [ DUKE-ENERGY, US ]
AS19114 [ Otecel S.A., EC ]
AS19115 [ CHARTER-19115-DC, US ]
AS19116 [ WASHINGTON-BROADBAND, US ]
AS19117 [ HEAVYCOMPUTING, CA ]
AS19118 [ AS-SIT, US ]
AS19119 [ ROLLINSCOLLEGE, US ]
AS19120 [ INFOCUBE, CA ]
AS19121 [ BLATTNER-HOLDING-COMPANY, US ]
AS19122 [ 19THFLOORNET-HOSTING-SERVICES, CA ]
AS19123 [ OHIOTRANSMISSIONCORP, US ]
AS19124 [ ASCENSION-WHEATON, US ]
AS19125 [ ROCK-NET, US ]
AS19126 [ KIZAWIRELESS, US ]
AS19127 [ HNW-AK, US ]
AS19128 [ TTN, BS ]
AS19129 [ VISTABEAM-NET, US ]
AS19130 [ DOCKNET, US ]
AS19131 [ LIVESS-01, US ]
AS19133 [ BIRD-HOSTING, US ]
AS19134 [ FTBONLINE, US ]
AS19135 [ FRHS-ORG-ASN, US ]
AS19137 [ EPSILON-INTERACTIVE, US ]
AS19138 [ SWEET-BRIAR-COLLEGE, US ]
AS19139 [ MARINERSYSTEMS, US ]
AS19140 [ -Reserved AS-, ZZ ]
AS19141 [ CSC-ENYU, US ]
AS19142 [ -Reserved AS-, ZZ ]
AS19143 [ FWS-NET, US ]
AS19144 [ SUSQ-HEALTH, US ]
AS19145 [ NETSONIC, US ]
AS19146 [ ILGYUW19L, US ]
AS19147 [ VANCOUVER-CLINIC, US ]
AS19148 [ LEASEWEB-USA-PHX-11, US ]
AS19149 [ TEAMTECH-DSM, US ]
AS19150 [ ABCWUA-ASN, US ]
AS19151 [ WVFIBER-1, US ]
AS19152 [ IBMCCH-TOR, US ]
AS19153 [ UTMARTIN, US ]
AS19154 [ SOLUTIONARY, US ]
AS19155 [ VYSTARCU, US ]
AS19156 [ REDBOLT-AS-01, US ]
AS19157 [ CHARTER-19157-DC, US ]
AS19158 [ ZAYOB-19158, US ]
AS19159 [ APL135, US ]
AS19160 [ ATGL-AS, US ]
AS19161 [ APOG-PURDUE, US ]
AS19162 [ MBI-AS-1, US ]
AS19163 [ -Reserved AS-, ZZ ]
AS19164 [ COGENT-19164, US ]
AS19165 [ WEBPASS, US ]
AS19166 [ NORTHERN-LIGHTSSCHOOL-DIVISION-NO-69-ASN, CA ]
AS19167 [ MUSKOKA-COM, CA ]
AS19168 [ XSOLI, CA ]
AS19169 [ Telconet S.A, EC ]
AS19170 [ MISN, US ]
AS19171 [ STARGATE-VAN, CA ]
AS19172 [ XROADS-NET, US ]
AS19173 [ HYKOAS, US ]
AS19174 [ AS19174, US ]
AS19175 [ LCSASN, US ]
AS19176 [ -Reserved AS-, ZZ ]
AS19177 [ GO-NET-NETWORK, US ]
AS19178 [ BGC-INTERNATIONAL BGC International One Churchil Place London, E14 5RD GB, EU ]
AS19179 [ COEP, US ]
AS19180 [ AMERICATEL PERU S.A., PE ]
AS19181 [ CWIE, US ]
AS19182 [ TELEFONICA BRASIL S.A, BR ]
AS19183 [ CDI-CORPORATION, US ]
AS19184 [ UWECNET, US ]
AS19185 [ 19185, US ]
AS19186 [ GMCHOSTING-01, US ]
AS19187 [ IFOXNETLE-ENSONO-DCCS, US ]
AS19188 [ SJ-ARMANINO-01, US ]
AS19189 [ PULSEPOINT, US ]
AS19190 [ FASTWIRE-COM, CA ]
AS19191 [ SPRINGNET1-EOS, US ]
AS19192 [ Universidad Central de Venezuela, VE ]
AS19193 [ SPIDERROCK-GW, US ]
AS19194 [ JOVITA, US ]
AS19195 [ DURALEE-FABRICS, US ]
AS19196 [ TELEFONICA MOVIL DE CHILE S.A., CL ]
AS19197 [ STEFANINI-INC, US ]
AS19198 [ DRW-HOLDINGS, US ]
AS19199 [ PANAMSAT-ATL, US ]
AS19200 [ Universidade Federal do Rio Grande do Sul, BR ]
AS19201 [ ETC, US ]
AS19202 [ BB-DVI, CA ]
AS19203 [ IMPRI-1, US ]
AS19204 [ NO, US ]
AS19205 [ -Reserved AS-, ZZ ]
AS19206 [ FCS-001, US ]
AS19207 [ OPENMARKET-INC, US ]
AS19208 [ INFINITECAMPUS-2, US ]
AS19209 [ GMO-BOSTON, US ]
AS19210 [ SYNCHRONOSS, US ]
AS19211 [ ACROPOLIS-TECHNOLOGY-GROUP, US ]
AS19212 [ PRTC-LAURENS, US ]
AS19213 [ SABRE-DFW, US ]
AS19214 [ CENTAURI-COMMUNICATIONS-COM, US ]
AS19215 [ ENERGIZE, US ]
AS19216 [ REVLON-AS, US ]
AS19217 [ IVYTECHSC, US ]
AS19218 [ MTE-ASN, US ]
AS19219 [ WPS-AS19219, US ]
AS19220 [ CBE, CA ]
AS19221 [ NORTHSTAR-TRAVEL-MEDIA, US ]
AS19222 [ LIGHTCREST, US ]
AS19223 [ NTEGRATED-SOLUTIONS, US ]
AS19224 [ QSGIT, US ]
AS19225 [ IMVU-AS, US ]
AS19226 [ AURA-SOUTH, US ]
AS19227 [ VALNET, US ]
AS19228 [ ENTEL CHILE S.A., CL ]
AS19229 [ IFOXNETODPD-ENSONO-DCCS, US ]
AS19230 [ NANOG, US ]
AS19231 [ NBCUNI, US ]
AS19232 [ Advtech, ZA ]
AS19233 [ DIALOGIX, US ]
AS19234 [ CANADAWEBHOSTING-AS, CA ]
AS19235 [ HOSTING-COM, US ]
AS19236 [ STEELCASEINET, US ]
AS19237 [ OMNIS, US ]
AS19238 [ ADOBE2-AS-AS, US ]
AS19239 [ KLA-TENCOR, US ]
AS19240 [ MERIDIANLINK, US ]
AS19241 [ SWGAO, US ]
AS19242 [ STRATA8, US ]
AS19243 [ ACMLLC, US ]
AS19244 [ Telmex USA, AR ]
AS19245 [ HOOPA-VALLEY-TRIBE, US ]
AS19246 [ ACT2000, AG ]
AS19247 [ AS19247, US ]
AS19248 [ ACSC1000, US ]
AS19249 [ COREEXPRESS-STLCORP, US ]
AS19250 [ JWS-ASN-01, US ]
AS19251 [ ALICO, US ]
AS19252 [ MHOSTING, US ]
AS19253 [ SBAINC-AS, US ]
AS19254 [ KOCH-INDUSTRIES, US ]
AS19255 [ YOUR-ORG-INC-NA, US ]
AS19256 [ COMMNET-WIRELESS-LLC, US ]
AS19257 [ SUBRIGO, US ]
AS19258 [ DEVRY-DATACENTER-2, US ]
AS19259 [ Todito.com S.A. de C.V., MX ]
AS19260 [ GKTL-1-AS1, US ]
AS19261 [ ASPSTATION, US ]
AS19262 [ VZGNI-TRANSIT, US ]
AS19263 [ CBAD-NET, US ]
AS19264 [ TELECURVE, US ]
AS19265 [ MHS-MMC-2401, US ]
AS19266 [ TOTES-ISOTONER, US ]
AS19267 [ FUSIONSTORM-COM, US ]
AS19268 [ MCHEST-NOC-1, US ]
AS19269 [ FMRCOC-LEFT, US ]
AS19270 [ CHASE-PAYMENTECH-SOLUTIONS-DALLAS-TX, US ]
AS19271 [ PEAK10, US ]
AS19272 [ CENTERBEAM, US ]
AS19273 [ LGEENERGY, US ]
AS19274 [ SYSTEM-66, US ]
AS19275 [ INTERVAL, US ]
AS19276 [ BLG, CA ]
AS19277 [ IMAGEMASTER-01, US ]
AS19278 [ -Reserved AS-, ZZ ]
AS19279 [ VISTAAR, US ]
AS19280 [ WYOMING-MEDICAL-CENTER, US ]
AS19281 [ QUAD9-AS-1, US ]
AS19282 [ SMFRA, US ]
AS19283 [ NETRIX-19283, US ]
AS19284 [ AGSTAR-AS, US ]
AS19285 [ MYWEBGROCERINC, US ]
AS19286 [ MORADNET, CA ]
AS19287 [ INFLOW19287, US ]
AS19288 [ INFLOW19288, US ]
AS19289 [ INFLOW19289, US ]
AS19290 [ INFLOW19290, US ]
AS19291 [ INFLOW19291, US ]
AS19292 [ INFLOW19292, US ]
AS19293 [ INFLOW19293, US ]
AS19294 [ INFLOW19294, US ]
AS19295 [ INFLOW19295, US ]
AS19296 [ INFLOW19296, US ]
AS19297 [ WEATHERCITY, CA ]
AS19298 [ DEDICATED-LOGISTICS, US ]
AS19299 [ NPC-P1, US ]
AS19300 [ KUBRA-USA, US ]
AS19301 [ CERIDIAN-TAX, US ]
AS19302 [ USCC-DC, US ]
AS19303 [ ASN-SGU, GD ]
AS19304 [ GEORGETOWN-COLLEGE, US ]
AS19305 [ TNSI-AS-19305, US ]
AS19306 [ CNI-HMB-001, US ]
AS19307 [ MONTG-47-AS, US ]
AS19308 [ CST-CORPORATE, US ]
AS19309 [ WILLIAMSON-MEDICAL-CENTER-AS, US ]
AS19310 [ CASAIR, US ]
AS19311 [ STEWART-1, US ]
AS19312 [ JOHN-MUIR-HEALTH, US ]
AS19313 [ DATACOR, US ]
AS19314 [ THERAWLINGSCO-LAGRANGE-KY, US ]
AS19315 [ Banelco S.A., AR ]
AS19316 [ QUADRANGLE, US ]
AS19317 [ MERIDIAN-ENVIRONMENTAL, US ]
AS19318 [ IS-AS-1, US ]
AS19319 [ CCN-DMZ, US ]
AS19320 [ FLEX-WDF, US ]
AS19321 [ UMC-HEALTH-SYSTEM, US ]
AS19322 [ THIRDROCKVENTURES, US ]
AS19323 [ HGE-NET, US ]
AS19324 [ DOSARREST, US ]
AS19325 [ SMCC-BGP-ASN, US ]
AS19326 [ TELNET-DR-AS, US ]
AS19327 [ WVFIBER-3, US ]
AS19328 [ SOFTREKWEB2, US ]
AS19329 [ MCNET, US ]
AS19330 [ -Reserved AS-, ZZ ]
AS19331 [ TWIN-LAKES, US ]
AS19332 [ Marcatel Com, S.A. de C.V., MX ]
AS19333 [ ACML-2, US ]
AS19334 [ SPORTLINE-DBC, US ]
AS19335 [ APRIA-HEALTHCARE, US ]
AS19336 [ BLAIN-SUPPLY-PRIMARY, US ]
AS19337 [ NEGMABS-01, US ]
AS19338 [ Telmex Chile Internet S.A., CL ]
AS19339 [ DIDATA-NE, US ]
AS19340 [ EPRIZE-PR-01, US ]
AS19341 [ DH-02, CA ]
AS19342 [ TRINITY-UNIVERSITY, US ]
AS19343 [ WNYCS, US ]
AS19344 [ PITTSBURGH-TECHNICAL-COLLEGE, US ]
AS19345 [ SIMONS-ROCK-EDU-ASN01, US ]
AS19346 [ STRATEGICSTAFFINGSOLUTIONS, US ]
AS19347 [ PPMA-1, US ]
AS19348 [ CITY-OF-BRENTWOOD---TENNESSEE, US ]
AS19349 [ KCL-ASN, US ]
AS19350 [ CENTENNIALCOLLEGE, CA ]
AS19351 [ TECK-AS-01, CA ]
AS19352 [ NACHA-HQ, US ]
AS19353 [ TUASN7, US ]
